Nombre,Anyo,Roles,Peliculas,Premios
Tom Bresnahan,-1,Reparto. Producción. Dirección de producción,"La sombra del reino, Cuentos asombrosos, El cerebro",No tiene premios
Christina Fulton,-1,Reparto. Producción. Guion,"The Doors, Snake Eyes (Ojos de serpiente), Red Shoe Diaries",No tiene premios
Sebastian Gutierrez,1974,Guion. Dirección. Producción,"Elizabeth Harvest, El beso de Judas, Girl Walks Into a Bar",Otros premios
Kane Picoy,-1,Reparto. Dirección. Guion,"Tank Girl, Only Human, Plump Fiction",No tiene premios
Heather Graham,1970,Reparto. Producción. Dirección,"Boogie Nights, Austin Powers: La espía que me achuchó, Bowfinger, el pícaro",Otros premios
Lisa Zane,-1,Reparto. Guion. Música,"Pesadilla final: La muerte de Freddy, La obsesión de Laura, Monkeybone",No tiene premios
Paul Herman,1946,Reparto,"La gran estafa americana, Heat, El lado bueno de las cosas",Otros premios
Rustam Branaman,-1,Guion. Producción. Dirección,"Any Day, Iron Man 3, The Culling",No tiene premios
Kane Picoy,-1,Reparto. Dirección. Guion,"Tank Girl, Only Human, Plump Fiction",No tiene premios
Jason Cairns,-1,Reparto. Guion. Vestuario,"Chill Factor, One, In the Eye of the Snake",No tiene premios
Max Perlich,1968,Reparto. Equipos adicionales,"Beautiful Girls, Máximo riesgo, Drugstore Cowboy",Otros premios
Balthazar Getty,1975,Reparto. Producción. Música,"El señor de las moscas, Carretera perdida, Atrapados",Otros premios
Don Calfa,1939,Reparto. Producción,"El regreso de los muertos vivientes, Este muerto está muy vivo, 1941",No tiene premios
Richard Lynch,1940,Reparto. Producción,"Halloween: El origen, Cromwell, el rey de los bárbaros, Deporte mortal",Otros premios
Linda Blair,1959,Reparto. Producción. Equipos adicionales,"El exorcista, El exorcista II: El hereje, Los piratas de las islas salvajes",Nominado para 1 premio Óscar
Edward Albert,1951,Reparto. Equipos adicionales. Producción,"Las mariposas son libres, La batalla de Midway, La galaxia del terror",Otros premios
Julie Strain,1962,Reparto. Producción. Dirección,"Superdetective en Hollywood III, Heavy Metal 2, Agárralo como puedas 33 1/3: El insulto final",No tiene premios
Michael Parks,1940,Reparto. Dirección. Producción,"Red State, Tusk, Grindhouse: Planet Terror",Otros premios
Larry Poindexter,-1,Reparto. Dirección de casting. Producción,"Tiempos duros para RJ Berger, 17 otra vez, S.W.A.T.: Los hombres de Harrelson",No tiene premios
Lenny Juliano,-1,Reparto. Guion. Producción,"Commando, Arma letal, Vampiro del espacio",No tiene premios
Rochelle Swanson,-1,Reparto. Guion y continuidad,"Night Fire, Satánica, todo el mal en ella, Hostile Environment",No tiene premios
Toni Naples,1952,Reparto. Producción. Dirección de la segunda unidad o asistencia a dirección,La isla de los dinosaurios,No tiene premios
William Marshall,1924,Reparto,"Drácula negro, Maverick, Grita Blácula grita (Drácula negro 2)",No tiene premios
Antonia Dorian,1967,Reparto. Equipos adicionales,"The Bare Wench Project, La era de los dinosaurios, Munchie ataca de nuevo",No tiene premios
Masatoshi Nagase,1966,Reparto. Dirección. Guion,"Mystery Train, Paterson, Musuko",Otros premios
Lili Taylor,1967,Reparto. Guion. Producción,"American Crime, Expediente Warren: The Conjuring, Yo disparé a Andy Warhol",Nominado para 3 premios Primetime Emmy
Fisher Stevens,1963,Reparto. Producción. Dirección,"Cortocircuito, Cortocircuito 2, Hackers Piratas informáticos",Ganó 1 premio Óscar
Gísli Halldórsson,-1,Reparto,"Börn náttúrunnar, La isla del diablo, Fiebre helada",No tiene premios
Laura Hughes,-1,Reparto,"American Playhouse, Ley y orden: Unidad de Víctimas Especiales, Ley y orden",No tiene premios
Seijun Suzuki,-1,Equipos adicionales. Dirección. Reparto,"Tsigoineruwaizen, Branded to kill, El baile de los sicarios",Otros premios
Hiromasa Shimada,-1,Reparto,Fiebre helada,No tiene premios
Masayuki Sasaki,-1,Reparto. Producción,"Fûfu, Fiebre helada",No tiene premios
Taizô Mizumura,-1,Reparto,"Kamen Raidâ, Seiun kamen Mashinman, Fiebre helada",No tiene premios
Ichiko Takashi,-1,Reparto,"Fiebre helada, Maiko haaaan!!!, Daikûkô '92 - Ai no tabidachi",No tiene premios
Kathy Bates,1948,Reparto. Dirección. Producción,"Misery, Eclipse total (Dolores Claiborne), Titanic",Ganó 1 premio Óscar
Jennifer Jason Leigh,1962,Reparto. Producción. Guion,"Los odiosos ocho, Mujer blanca soltera busca..., Short Cuts - Vidas cruzadas",Nominado para 1 premio Óscar
Christopher Plummer,1929,Reparto. Producción. Música,"Beginners (Principiantes), El dilema (The Insider), Remember",Ganó 1 premio Óscar
Judy Parfitt,1935,Reparto. Banda sonora,"Eclipse total (Dolores Claiborne), La joven de la perla, Por siempre jamás",Nominado a 2 premios BAFTA
David Strathairn,1949,Reparto. Producción. Equipos adicionales,"Buenas noches, y buena suerte., Lincoln, Godzilla",Nominado para 1 premio Óscar
Eric Bogosian,1953,Reparto. Guion. Equipos adicionales,"Hablando con la muerte, Wonderland, Alerta máxima 2",Otros premios
John C. Reilly,1965,Reparto. Guion. Producción,"Chicago, Guardianes de la Galaxia, Dewey Cox: Una vida larga y dura",Nominado para 1 premio Óscar
Ellen Muth,1981,Reparto. Dirección,"Eclipse total (Dolores Claiborne), Tan muertos como yo, Tan muertos como yo - La película",Otros premios
Bob Gunton,1945,Reparto. Banda sonora,"Cadena perpetua, Cazafantasmas: Más allá, Patch Adams",Otros premios
Roy Cooper,-1,Reparto,"Diario de un rebelde, Eclipse total (Dolores Claiborne), Esposa por sorpresa",No tiene premios
Maggie Cogan,-1,Casting. Vestuario. Equipos adicionales,"Trek Isolation, Jupiter's Wife",No tiene premios
Katina Commings,-1,Reparto,"Talk to Me, Jupiter's Wife",No tiene premios
Elizabeth Hurley,1965,Reparto. Producción,"Austin Powers: Misterioso agente internacional, Al diablo con el diablo, Austin Powers: La espía que me achuchó",Otros premios
C. Thomas Howell,1966,Reparto. Producción. Dirección,"Rebeldes, Carretera al infierno, E.T. El extraterrestre",Otros premios
Joss Ackland,1928,Reparto. Banda sonora,"La caza del Octubre Rojo, Arma letal 2, El alucinante viaje de Bill y Ted",Nominado a 2 premios BAFTA
Claire Bloom,1931,Reparto,"Furia de titanes, La mansión encantada, El discurso del rey",Nominado para 1 premio Primetime Emmy
Frederick Treves,1925,Reparto,"The Big Pull, El hombre elefante, Juego, set y partido",No tiene premios
Andrew Connolly,1965,Reparto. Dirección. Guion,"Guiltrip, Juego de patriotas, Agua para elefantes",Otros premios
Christopher Adamson,1956,Reparto,"Juez Dredd, La venganza del conde de Montecristo, Robin Hood: Príncipe de los ladrones",No tiene premios
Brett Forrest,-1,Reparto. Guion,"Los siete de Blake, Doctor Who, Room to Let",No tiene premios
David Harewood,1965,Reparto. Dirección. Producción,"Diamante de sangre, El mercader de Venecia, Supergirl",Otros premios
Louise Delamere,1969,Reparto. Producción. Guion,"Juez Dredd, Asuntos de famillia, Poirot",No tiene premios
Rebecca Keeling,-1,Reparto,Die Knickerbocker-Bande: Das sprechende Grab,No tiene premios
Mathias Rothammer,-1,Reparto,"Tierärztin Christine, Donauprinzessin, Tierärztin Christine II: Die Versuchung",No tiene premios
Aled Roberts,-1,Reparto. Guion,"Otra vuelta de tuerca, A Stranger Kind, Testigo mudo",No tiene premios
Olivia Hallinan,-1,Reparto. Banda sonora,"Sugar Rush, Lark Rise to Candleford, Girls in Love",No tiene premios
Julie Cox,1973,Reparto,"Los crímenes de Oxford, Hijos de Dune, 2036 Origin Unknown",Otros premios
Peter Fitz,-1,Reparto. Producción. Guion,"Beim nächsten Kuß knall ich ihn nieder, Armonías de Werckmeister, Adiós, muchachos",Otros premios
Pasquale Aleardi,1971,Reparto. Banda sonora,"Resident Evil, Ich war noch niemals in New York, Inspector Dupin",Otros premios
Andrea Eckert,-1,Reparto. Dirección. Guion,"Antes de amanecer, Durch die Welt nach Hause. Die Lebensreise des Frederic Morton, Weiningers Nacht",Otros premios
Erwin Leder,1951,Reparto. Equipos adicionales,"Underworld, El submarino (Das Boot), La angustia del miedo",Otros premios
Christine Kaufmann,1945,Reparto. Banda sonora,"Taras Bulba, Bagdad Café, Ciudad sin piedad",Otros premios
Christian Zimmerman,-1,Reparto. Equipos adicionales,"Star Trek: Espacio Profundo Nueve, Seeking the Cafe Bob, Scorpio uno",No tiene premios
Roger Harrell,-1,Reparto,"Seeking the Cafe Bob, Sex and the Single Guy",No tiene premios
Michael Dalmon,-1,Reparto. Sonido. Cámara y electricidad,"Yorick, Spanish Lessons with Chupacabra Volume 7: Conversational Spanish, Mojo Tango",No tiene premios
Dee-Dee Stirneman,-1,Reparto. Guion y continuidad,"Seeking the Cafe Bob, Master of the Game, What I Like About You",No tiene premios
Tonie Perensky,-1,Reparto,"La matanza de Texas: La nueva generación, Varsity Blues (Juego de campeones), Corrupción en la sombra",No tiene premios
Katherine Braddock,-1,Reparto,"Seeking the Cafe Bob, Purgatory County, The Devil",No tiene premios
Brent Bratton,-1,Reparto. Casting. Localización,"River's End, Ned Blessing: The Story of My Life and Times, Seeking the Cafe Bob",No tiene premios
Mark Hanson,-1,Reparto. Guion. Edición,"Blind Blood, El hombre de la casa, El Último Rito de Ransom Pride",Otros premios
John Thomas Hooper,-1,Reparto. Guion,"Action News 5, Seeking the Cafe Bob, Riffraff",No tiene premios
Richard Hooper,-1,Equipos adicionales. Reparto. Arte,"Hijos de los hombres, Attack the Block, Arma fatal",No tiene premios
Desi del Valle,-1,Reparto. Dirección. Guion,"Back to Life, Costa Brava, Desi's Looking for a New Girl",No tiene premios
Marta Balletbò-Coll,-1,Guion. Reparto. Dirección,"Costa Brava, Sévigné, Intrepidíssima",Otros premios
Montserrat Gausachs,-1,Reparto,"Golpe maestro, Costa Brava, Sévigné",No tiene premios
Joseph Maria Brugues,-1,Reparto,Costa Brava,No tiene premios
Ramón Marí,-1,Reparto,Costa Brava,No tiene premios
Sergi Schaaff,-1,Dirección. Producción. Guion,"El tiempo es oro, El enemigo en casa, Crónicas fantásticas",No tiene premios
Marel Malaret,-1,Producción. Reparto. Dirección,"A Poem in Exile, Aníbal, Costa Brava",No tiene premios
Marta Martí-Palanqués,-1,Reparto,Costa Brava,No tiene premios
Emil Remolins Casas,-1,Reparto. Composición. Banda sonora,"Sévigné, Costa Brava, ¡Cariño, he enviado los hombres a la Luna!",No tiene premios
Luz Marina Reyes Peiro,-1,Reparto,Costa Brava,No tiene premios
Soi Cheang,1972,Reparto. Dirección. Producción,"Twilight of the Warriors: Walled In, Gau ngao gau, Hyn huet ching nin",Otros premios
Wing-Cheung Cheung,-1,Reparto. Especialistas,"Millionaires Express (El tren de los millonarios), Kung Fu Jungle, Aam fa",No tiene premios
Cho-Kuen Chu,-1,Reparto. Especialistas,"El mañana nunca muere, Fei Ying, La novia del cabello blanco",No tiene premios
Foo-Keung Kong,-1,Reparto. Especialistas. Dirección de la segunda unidad o asistencia a dirección,"Largo Winch, Cold War, Siu hap Choh Lau Heung",No tiene premios
Wai-Guen Law,-1,Reparto,"Huo hu die, Bao yu jiao yang, Xin qiao lang jun",No tiene premios
Tat-Wah Lok,-1,Reparto,"Black Mask, The Brocade Mouse Royal Cat Nine Deep Blood Wolf, The Mystery of Humanoid Puppet",No tiene premios
Siu-Ming Lui,-1,Reparto. Dirección de producción,"92 Hak Mui Gwai duei Hak Mui Gwai, Juego sucio 2, Faa faa ying ging",No tiene premios
Chun-Chung Tong,-1,Reparto,"Xi you ji, Diao Chan, Tian can bian",No tiene premios
Melvin Wong,1949,Reparto. Producción. Guion,"Al borde de la ley, Joi jin gong woo, Sang gong seung lung",No tiene premios
Siu-Keung Wong,-1,Reparto,"Desde Pekín con amor, Tokyo Raiders, Les ennemis de la mafia",No tiene premios
Christopher Reeve,1952,Reparto. Producción. Equipos adicionales,"Superman, En algún lugar del tiempo, Superman III",Ganó 1 premio Primetime Emmy
Kim Cattrall,1956,Reparto. Producción. Banda sonora,"Aquel país desconocido, Sexo en Nueva York 2, Sexo en Nueva York: La película",Nominado para 5 premios Primetime Emmy
Edward Kerr,1966,Reparto,"Pequeñas mentirosas, Un caso para un novato, Men in Trees",No tiene premios
Joe Mantegna,1947,Reparto. Producción. Dirección,"El padrino parte III, En busca de Bobby Fischer, El peque se va de marcha",Nominado para 3 premios Primetime Emmy
Geoffrey Rivas,-1,Reparto. Producción,"La bamba, Vaya resaca, Nivel 13",Otros premios
Finola Hughes,1959,Reparto. Dirección. Producción,"Como locos, Hospital General, Staying Alive",Otros premios
William H. Macy,1950,Reparto. Guion. Producción,"Fargo, Magnolia, Shameless",Nominado para 1 premio Óscar
Ron Canada,-1,Reparto. Equipos adicionales. Producción,"De boda en boda, La búsqueda (National Treasure), Lone Star",Otros premios
Natalija Nogulich,1950,Reparto. Guion. Dirección,"¡Socorro! Ya es Navidad, Hoffa: un pulso al poder, Dos chicas sin blanca",Otros premios
Clark Gregg,1962,Reparto. Dirección. Guion,"Los Vengadores, Agentes de S.H.I.E.L.D., Las aventuras de Christine",Otros premios
C. Thomas Howell,1966,Reparto. Producción. Dirección,"Rebeldes, Carretera al infierno, E.T. El extraterrestre",Otros premios
Wendy Abbott,-1,Reparto. Casting. Equipos adicionales,"A Vineyard Romance, Una Navidad para recordar, Sobrenatural",No tiene premios
Alex Doduk,-1,Reparto,"Brain Powerd, Inuyasha, Grandma Got Run Over by a Reindeer",No tiene premios
Malcolm McDowell,1943,Reparto. Producción. Guion,"La naranja mecánica, Star Trek: La próxima generación, Los pasajeros del tiempo",Otros premios
Jason Gray-Stanford,1970,Reparto. Banda sonora,"Monk, Una mente maravillosa, Banderas de nuestros padres",Otros premios
Dean Haglund,1965,Reparto. Guion. Producción,"Expediente X: Enfréntate al futuro, The X-Files Game, The X Files: Resist or Serve",Otros premios
Topaz Hasfal-Schou,-1,Reparto,"Mas allá de la realidad, Absolon, Cyberjack: Asesinos informáticos",No tiene premios
Mark Brandon,-1,Reparto. Producción. Guion,"Riverdale, The Flash, Sobrenatural",No tiene premios
Andrew Johnston,-1,Reparto,"A dúo (Duets), Un amor entre dos mundos, Superagente Cody Banks",No tiene premios
Suki Kaiser,-1,Reparto. Guion. Dirección,"Las vírgenes suicidas, Speak, Jelly",Otros premios
Sylvia Kristel,1952,Reparto. Dirección. Banda sonora,"Aeropuerto '80, Emmanuelle, El disparatado agente 86",Otros premios
Huub Stapel,1954,Reparto. Producción. Banda sonora,"Amsterdamned: Misterio en los canales, De Partizanen, Wet & Waan",Otros premios
Godfrey James,-1,Reparto. Banda sonora,"The Aphrodite Inheritance, The Legend of King Arthur, Trial",No tiene premios
Ferdy Mayne,1916,Reparto,"El desafío de las águilas, El baile de los vampiros, Conan, el destructor",No tiene premios
Frederik de Groot,-1,Reparto. Guion,"Bureau Kruislaan, De fabriek, Unit 13",Otros premios
Michael Madsen,1957,Reparto. Producción. Guion,"Reservoir Dogs, Kill Bill: Volumen 1, Donnie Brasco",Otros premios
Lynette Walden,-1,Reparto,"Benny & Joon (El amor de los inocentes), Corina, Corina, Joe",No tiene premios
Garrett Morris,1937,Reparto. Guion. Producción,"Los caraconos, Saturday Night Live, Buen rollito",Nominado para 1 premio Primetime Emmy
Gale Mayron,-1,Reparto. Dirección. Guion,"P.C.U., Nacido el cuatro de julio, Kansas, dos hombres, dos caminos",No tiene premios
Yaphet Kotto,1939,Reparto. Guion. Dirección,"Alien, el octavo pasajero, Huida a medianoche, Vive y deja morir",Nominado para 1 premio Primetime Emmy
Ed Battle,-1,Reparto,"La olvidada, Almost Blue, Persecución infernal",No tiene premios
Noelle Lippman,-1,Reparto,"Almost Blue, I Shot a Man in Vegas, Rockin' Good Times",No tiene premios
James Blevins,-1,Dirección de producción. Efectos visuales. Reparto,"The Mandalorian, Ícaro, Gaga: Five Foot Two",No tiene premios
Raoul de Rossiter,-1,Reparto,Almost Blue,No tiene premios
Ras Iginga,-1,Reparto,Almost Blue,No tiene premios
Elisabeth Grönqvist,-1,Reparto,"Augustitango, Den magiska cirkeln, Klara Lust",No tiene premios
Johan Widerberg,-1,Reparto. Guion,"La buena esposa, Ocean's Twelve: Uno más entra en juego, Un hombre llamado Ove",Otros premios
Sten Ardenstam,-1,Reparto,"Kalle Stropp, Grodan Boll och deras vänner, 47:an Löken, 47:an Löken blåser på!",No tiene premios
Anders Beling,-1,Reparto,"Jag - en oskuld, Flygplan saknas, Augustitango",No tiene premios
Ted Åström,-1,Reparto. Banda sonora,"Det brinner!, Du är inte klok, Madicken, Madicken",No tiene premios
Monica Nordquist,-1,Reparto. Guion,"Madicken, Carmilla, Madicken på Junibacken",No tiene premios
Joakim Jennefors,-1,Reparto. Música. Dirección de casting,"En un mundo mejor, Lust, Springfloden",No tiene premios
Anna-Lisa Birke,-1,Reparto,Augustitango,No tiene premios
Adrian Rudling,-1,Reparto,Augustitango,No tiene premios
Lina Englund,1975,Reparto,"Arn: El caballero templario, Vinterviken, Utanför din dörr",Otros premios
Kathleen York,-1,Reparto. Guion. Banda sonora,"In the Dark, Cómo defender a un asesino, La búsqueda: Más allá de la historia",Nominado para 1 premio Óscar
Karen Black,1939,Reparto. Guion. Composición,"Mi vida es mi vida, El gran Gatsby, La casa de los 1000 cadáveres",Nominado para 1 premio Óscar
Ed Nelson,1928,Reparto. Efectos especiales. Producción,"Loca academia de policía 3: De vuelta a la escuela, Who Am I? (¿Quién soy?), Peyton Place",Otros premios
Ellen Crawford,-1,Reparto. Equipos adicionales. Sonido,"The Man from Earth, Urgencias, Soldier",Otros premios
Mike Genovese,-1,Reparto,"Le llaman Bodhi, Ladrón, Risky Business",No tiene premios
Guy Boyd,1943,Reparto,"Foxcatcher, El regreso de un soldado, Desechos",Otros premios
