Título,Puntuación IMDb,Directores,Guionistas,Argumento,ID
Pitch Black,"7,0",David Twohy,"Jim Wheat, Ken Wheat, David Twohy",Una nave comercial y su tripulación quedan aislados en un planeta lleno de criaturas sedientas de sangre que cazan de noche.,tt0134847
Mothman,"7,2",Doug TenNapel,Doug TenNapel,"An earlier movie about the legendary character, The Mothman. This was filmed on location at two different places that he supposedly was seen.",tt0137115
American Psycho,"7,6",Mary Harron,"Bret Easton Ellis, Mary Harron, Guinevere Turner","Patrick Bateman, un rico ejecutivo de banca de inversión de Nueva York, esconde su ego psicopático alternativo de sus compañeros de trabajo y amigos al tiempo que profundiza en sus violentas fantasías hedonistas.",tt0144084
Eyes to Heaven,"6,8",Shane Hawks,Shane Hawks,"Suffering from self-doubt, an artist is drawn into a terrifying surreal cult of inter-dimensional spirits, known as Feeders, when he witnesses a murder and burial in the woods.",tt0148120
Ricky 6,"6,0",Peter Filardi,"Peter Filardi, David St. Clair","Basado en la historia real de las drogas, el satanismo y el asesinato en la ciudad de clase alta de Northport, Long Island, en 1984.",tt0156020
The Million Dollar Hotel,"5,7",Wim Wenders,"Nicholas Klein, Bono",Tragicómica y romántica novela de policía ambientada en un hotel en ruinas que acoge a personas con enfermedades mentales demasiado pobres para pagar un seguro médico.,tt0120753
Resucitar un amor,"6,4",Keith Gordon,"Scott Spencer, Robert Dillon","A congressional candidate questions his sanity after seeing the love of his life, presumed dead, suddenly emerge.",tt0127349
Luckytown blues,"4,7",Paul Nicholas,Brendan Beseth,"Kirsten Dunst plays a young woman (Lidda), who is searching for her father (James Caan). She finds herself at odds with her boyfriend who wants nothing but a carefree lifestyle.",tt0160495
Pasión por vivir,"5,5",Alain Berliner,"Ron Bass, David Field",A psychological romantic thriller where fantasy and reality become indistinguishable for a woman leading a double life in her dreams.,tt0160644
Muerte a la carta,"5,5",Paul Rachman,"Shawn David Thompson, William Quist","Four friends steal a valuable statuette for a dangerous black market art dealer, lose it, and are forced to play a deadly bluffing game to save their lives.",tt0160289
Lo que la verdad esconde,"6,6",Robert Zemeckis,"Clark Gregg, Sarah Kernochan","La esposa de un investigador universitario cree que su casa en el lago de Vermont está embrujada por un fantasma, o que está perdiendo la cabeza.",tt0161081
Trixie,"4,9",Alan Rudolph,"Alan Rudolph, John Binder","An eccentric, unconventional woman whose naive aspirations to rise from her job as a security guard to full-fledged private eye lead her into a tangled PL: mess.",tt0162711
The Fantasticks,"5,6",Michael Ritchie,"Tom Jones, Harvey Schmidt",A mysterious fair that comes to a small community in the countryside could make real the illusions of two teenagers.,tt0113026
Passionnément,"5,4",Bruno Nuytten,Bruno Nuytten,"Faustine,now an adult ,wants to know all about her father's death;she learns he was once in love with a fifteen-year-old girl ,Alice .",tt0119866
Hechizo del corazón,"7,0",Bonnie Hunt,"Bonnie Hunt, Don Lake, Andrew Stern",A man who falls in love with the woman who received his wife's heart must decide which woman it is who holds his heart.,tt0122459
Pushing the Envelope,"6,6",Dorian Ramírez,Dorian Ramírez,,tt0119966
Vulgar,"5,2",Bryan Johnson,Bryan Johnson,A man who performs as a children's birthday party clown tries to piece his life back together after being gang-raped.,tt0120467
Falsa inocencia,"4,9",Kikuo Kawasaki,Kikuo Kawasaki,"The entangled stories around the life of Elsie Taryn Townsendz, who becomes rich from being a country town's girl.",tt0122161
Shikari,"4,6",N. Chandra,"N. Chandra, Rajeev Kaul, Praful Parekh","Filled with vengeance, a simple man turns into a hardcore criminal in order to avenge the destruction of his family.",tt0120117
Traición inminente,"4,4",Keoni Waxman,Richard Beattie,"A dark, comedic thriller about fraud, bank robbers, and a search for love.",tt0120698
November 1828,"6,9",Teguh Karya,Teguh Karya,"A group of Javanese villagers are driven to revolt against the Dutch colonialists in this historical drama, which revolves around the themes of loyalty and treachery.",tt0079644
Albela,"3,7",Deepak Sareen,"Honey Irani, Javed Siddiqui","Tony (Govinda), a tour guide, falls in love with one of his clients, Sonia (Aishwarya Rai), and tries to woo her. However, Sonia does not reciprocate his feelings since she is in love with another man.",tt0118578
Don's Plum,"5,5",RD Robb,"Bethany Ashton Wolf, Tawd Beckman, RD Robb",Un grupo de adolescentes de Los Ángeles se encuentra cada semana en una cafetería local para hablar de sus últimas desventuras.,tt0119004
"Glitter, todo lo que brilla","2,4",Vondie Curtis-Hall,"Cheryl L. West, Kate Lanier","Una joven cantante sale con un disc jockey que la ayuda a entrar en el negocio de la música, pero su relación se complica a medida que ella asciende al estrellato.",tt0118589
Camarate,"6,6",Luís Filipe Rocha,"Luís Filipe Rocha, Luís Filipe Costa","Luisa, a Portuguese Supreme Court Judge, is given the Camarate File, the investigation of the accident that led to the death of Portuguese Prime-Minister and his accompanists on December the 4th, 1980. She must decide whether the case goes to trial or is to be archived...",tt0120624
"Berlin Diaries, 1940-45",No disponible,No disponible,Marie Vassiltchikov,,tt0120605
Ricochet River,"4,7",Deborah Del Prete,"Robin Cody, Patrick O'Connor","High school seniors Wade and Lorna have spent all their lives in the small logging town of Calamus Grove, a conservative place where change comes slowly. Jesse Howl, a teenager of Native American ancestry.",tt0120807
El señor de los anillos: La comunidad del anillo,"8,9",Peter Jackson,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens",Un hobbit de la Comarca y ocho compañeros emprenden un viaje para destruir el poderoso Anillo Único y salvar la Tierra Media del Señor Oscuro Sauron.,tt0120737
Kate & Leopold,"6,4",James Mangold,"Steven Rogers, James Mangold","Un duque inglés de 1876 es arrastrado accidentalmente al Nueva York actual, donde se enamora de una valiente ejecutiva de publicidad.",tt0035423
El día de los albañiles 2,"5,1",Gilberto Martínez Solares,"Gilberto Martínez Solares, Adolfo Martínez Solares","Juan y Beatriz ahora están casados, pero Juan no puede cambiar sus costumbres de ""perro sucio"" y Beatriz descubre que tiene una hermana gemela.",tt0089067
Horror in the Attic (Terror en el ático),"4,9",Jeremy Kasten,Rogan Russell Marshall,An amnesiac awakens in an asylum for the criminally insane and must find answers as those around him die one by one.,tt0118652
Burning Down the House,"4,9",Philippe Mora,Michael Cole Dinelli,"A down-on-his-luck film director sets fire to his home so he can collect the insurance money and fund his new movie. But crime apparently does pay, because once the rumor mill gets wind of his plans, everyone suddenly wants a slice of his new project's pie.",tt0123581
Sticks,"5,4",Brett Mayer,Brett Mayer,"Sticks is an off-beat noir comedy about a smugglar of Cuban cigars who gets involved, and ultimately falls in love, with a Cuban revolutionary who's in the U.S. trading cigars for guns. The two join forces to sell a large (stolen) shipment of Castro's private label cigar, the famed ""El Mariposa"", and suddenly they find themselves enmeshed in the seedy underbelly of a ... Leer todo",tt0124889
Las seductoras,"6,2",David Mirkin,"Robert Dunn, Paul Guay, Stephen Mazur",Un equipo de estafadores de madre e hija seducen y estafan a hombres ricos.,tt0125022
Shrek,"7,9","Andrew Adamson, Vicky Jenson","William Steig, Ted Elliott, Terry Rossio","Un malvado señor exilia a las criaturas de los cuentos de hadas al pantano de un ogro gruñón, que debe emprender una búsqueda y rescatar a una princesa para el señor con el fin de recuperar sus tierras.",tt0126029
Fuerza silenciosa,"4,1",David H. May,David H. May,An elite Federal force whose objective is to eliminate organized crime is violently assassinated by an evil Asian crime lord. The sole survivor of the group teams up with his late partner's widow to strike back at the crime lord and his son.,tt0114447
Blazin',"3,9",Marcos Antonio Miranda,Roberto Lopez,"Romeo & Juliet Meets the underground drug scene in this Genx action film. Samantha and Alex fall in love, the problem is that her mom is a druglord and his dad is the chief of police!",tt0128165
Driven,"4,6",Renny Harlin,"Jan Skrentny, Neal Tabachnick, Sylvester Stallone",Cuando un joven piloto está en medio de una temporada de campeonato y se está desmoronando llama a un ex campeón de CART para que le oriente.,tt0132245
El planeta de los simios,"5,7",Tim Burton,"Pierre Boulle, William Broyles Jr., Lawrence Konner","En 2029, un astronauta se estrella en un misterioso planeta donde simios parlantes evolucionados dominan a una raza de humanos primitivos.",tt0133152
The ghost (Muerte silenciosa),"3,9",Douglas Jackson,"Douglas Jackson, Dave Tedder",A feared Chinese Tong soldier goes undercover in America as an Asian Internet bride.,tt0141120
Lara Croft: Tomb Raider,"5,8",Simon West,"Sara B. Cooper, Mike Werb, Michael Colleary","La aventurera de los videojuegos, Lara Croft, cobra vida en una película en la que compite contra el tiempo y los villanos para recuperar poderosos artefactos antiguos.",tt0146316
Camouflage,"4,6",James Keach,"Billy Bob Thornton, Tom Epperson, Karl Schanzer",An actor discovers the dark side of private investigating when he takes on an assignment in rural Oregon with a crusty P.I.,tt0150021
El aprendiz de brujo,"4,2",David Lister,Brett Morris,"When his new neighbour turns out to be the wizard Merlin, young Ben Clark is enlisted in an ancient battle to save the world.",tt0120166
Lightmaker,"7,5",Dieter Meier,"Rozanne Charbonneau, Dieter Meier, John Travers",,tt0133063
Little Shop of Erotica,"4,1",Ernest G. Sauer,"Gary P. Conner, Joe Dinki","Marilyn (Marilyn Chambers) opens a lingerie store in a small town but faces opposition from stuffy townspeople. That is, until she finds an ancient Druid book of spells.",tt0148415
Vidocq: El mito,"6,4",Pitof,"Eugène-François Vidocq, Pitof, Jean-Christophe Grangé","París, 1830: Vidocq es asesinado por un hombre enmascarado con un espejo. Ladrón convertido en investigador, trabajaba en un caso de hombres muertos por un rayo. Su biógrafo intenta resolver el caso.",tt0164961
Monkeybone,"4,8",Henry Selick,"Kaja Blackley, Sam Hamm","En coma, un dibujante se encuentra atrapado dentro de su propia creación subterránea y debe encontrar la forma de regresar mientras compite contra su famoso y traicionero personaje, Monkeybone.",tt0166276
Desde el infierno,"6,7","Albert Hughes, Allen Hughes","Alan Moore, Eddie Campbell, Terry Hayes","En la época del Londres victoriano, un detective de la policía clarividente investiga los asesinatos de Jack el Destripador.",tt0120681
Victoria's Shadow,"3,4",Grant Austin Waldman,No disponible,"A young woman named Victoria is bitten by a vampire and is entombed in a mausoleum by her husband. 120 years later, her tomb is disturbed by two hoodlums. She then awakens and goes on a murderous rampage.",tt0153533
Unseen Evil,"3,3",Jay Woelfel,Scott Spears,"A group of hikers led by a college professor are searching the woods for an ancient Indian burial mound. When they discover a likely site, three members of the group reveal themselves to be grave looters, and tie up the others so they can keep the valuable artefacts for themselves. In the course of ransacking the mound, one of them stumbles across a cursed crown that ... Leer todo",tt0162030
Bones,"4,4",Ernest R. Dickerson,"Adam Simon, Tim Metcalfe","Over 20 years after his death by a gunshot, Jimmy Bones comes back as a ghost to wreak revenge on those who killed him and to clean up his neighborhood.",tt0166110
Generation Ax,"3,0",Tommy Faircloth,Tommy Faircloth,"Two giggly high school lovebirds playfully throw pieces of bloody human brain at one another, then take a messy shower, in the latest horror flick out of South Carolina, which is fast becoming the Gruesome Gus capital of the world. The flick is called GENERATION AX, and it's HEATHERS meets SCREAM meets THE TEXAS CHEERLEADER MOM meets BONNIE AND CLYDE. Tommy Faircloth ... Leer todo",tt0171339
Enigma,"6,4",Michael Apted,"Robert Harris, Tom Stoppard",Un joven genio corre frenéticamente contra el tiempo para descifrar un código enemigo y resolver el misterio que rodea a la mujer que ama.,tt0157583
Infiltrado,"6,1",Gary Fleder,"Philip K. Dick, Scott Rosenberg, Caroline Case","En el futuro, una raza alienígena utiliza androides como bombas para atacar la Tierra. Un especialista en armamento del Gobierno es acusado de ser uno de esos androides y se propone demostrar su inocencia.",tt0160399
Dark Water,"5,1",Ron Chartier,"Anthony Harrison, Ron Chartier","A psychological drama. It is the story of a young man who, through a series of surreal visions, comes to believe that he is a serial killer targeting pedophiles. The film explores the consequences of someone taking action on such familiar impulses as ""If any one of those creeps ever tried to touch one of my kids, I'd..."" The killer is pursued by the unconventional Ins... Leer todo",tt0163596
Mulholland Drive,"7,9",David Lynch,David Lynch,"Tras un accidente en Mulholland Drive, una mujer amnésica y una aspirante a actriz recorrerán Los Ángeles buscando respuestas en un viaje más allá de los sueños y la realidad.",tt0166924
The Confidence Man,"5,4",Tripp Reed,Sean McGinly,"Trust, loyalty and betrayal. Don't even trust your best friend! Policeman Stevie Grimes never lost his trust in the police force but has been suspended a few months for accidentally shooting and killing a young boy. Because of lack of evidence in court and with some help from his former partner, Stevie soon finds himself working as a policeman again. When Stevie retur... Leer todo",tt0179735
Muerte de un ángel,"5,8",Kasi Lemmons,George Dawes Green,Un hombre que vive en una cueva se propone localizar al asesino de un niño sin hogar y llevarlo ante la justicia.,tt0182000
,No disponible,No disponible,No disponible,No disponible,tt0124359
Enredos de sociedad,"4,5",Peter Chelsom,"Michael Laughlin, Buck Henry",Two loving middle aged couples get caught in a series of marital misadventures over reasons of fidelity.,tt0141907
Long Lost Love,"7,0",Yuri Biersach,Yuri Biersach,An aspiring magazine writer gets the assignment of a lifetime.,tt0160480
3 noches,"7,1",Fernando Venturini,No disponible,"Somewhere in Latin America, there appears overnight the corpse of a known mobster, Miguel ""el chino"" Sanabria. The evidence suggests that his death was a brutal crime of passion, an explanation that satisfies everyone except Ferrán, a grim and bitter detective from the slums of the city, who suspects that there may be something more sinister behind this crime than sim... Leer todo",tt0114722
Eyes Are Upon You,"2,8",David A. Goldberg,Coven Balfour,"A pair of down on their luck friends in debt to the mob, find that a demented mafia hitman is the least of their worries when they attempted to rob a mysterious newcomer to their town in this sexy tale of terror.",tt0126899
Training Day (Día de entrenamiento),"7,8",Antoine Fuqua,David Ayer,"En su primer día de trabajo como oficial de narcóticos, un policía novato acaba con un inusual detective que no es lo que parece.",tt0139654
Crimen y castigo,"5,5",Menahem Golan,"Fyodor Dostoevsky, Menahem Golan",A modern day adaptation of Dostoyevsky's classic novel about a young student who is forever haunted by the murder he has committed.,tt0096056
Pasos de baile,"6,8",John Malkovich,Nicholas Shakespeare,Un detective de la policía de un país sudamericano se dedica a dar caza a un líder guerrillero revolucionario.,tt0118926
Random Shooting in L.A.,"6,5",Jeffrey Delman,"Jeffrey Delman, D.H. Morgan, Cynthia Cohen",The seamy side of Los Angeles is revealed through the lens of a stolen video camera as it passes through a succession of owners.,tt0119980
Frida,"7,3",Julie Taymor,"Hayden Herrera, Clancy Sigal, Diane Lake","Una biografía de la artista Frida Kahlo, que canalizó el dolor de una lesión debilitante y de su tempestuoso matrimonio en su trabajo.",tt0120679
Shivam,"5,1",Shaji Kailas,B. Unnikrishnan,"Bhadran, an efficient police officer, fights against all the injustice in the society. He faces many challenges when he encounters Devarajan, a smuggler.",tt0130255
The Good War,"5,9",Giorgio Serafini,Giorgio Serafini,"During the final days of World War II, an Italian prisoner of war in Texas is left in the hands of the camp's commander, the only soldier remaining to guard the only prisoner until the arrival of a patrol force that may never come.",tt0149253
The Bacchae,"6,7",Brad Mays,"Euripides, Brad Mays","Dionysus returns to Thebes, land of his birth as well as his mortal mother Semele's horrible and shameful death. Angered over his homeland's refusal to acknowledge his divine nature, the son of Zeus intends to establish the worship.",tt0154187
Men in Black II (Hombres de negro II),"6,2",Barry Sonnenfeld,"Lowell Cunningham, Robert Gordon, Barry Fanaro",El agente J es enviado para encontrar al agente K y devolverle la memoria tras la reapariciÃfÂ³n de un caso del pasado de K.,tt0120912
Trance,"5,2",Gary Dean Orona,"Tane McClure, Gary Dean Orona, Tyke Caravelli","Trapped in a lover's triangle of lust, greed, and betrayal we follow one woman's journey to discover her true self... Magic, where everything is an Illusion... and nothing is as it seems.",tt0120870
Flophouse,"2,6",Chris Claridge,Chris Claridge,,tt0128216
Book of Love: The Definitive Reason Why Men Are Dogs,"5,6",Jeffrey W. Byrd,"Jeffrey W. Byrd, Eric George","A mockumentary following unrelated stories of three LA bachelors (Eric K. George, Anthony Treach Criss, and Richard T.",tt0156376
Clockstoppers,"5,2",Jonathan Frakes,"Rob Hedden, Andy Hedden, J. David Stem",Zak Gibbs (Jesse Bradford) es un adolescente normal y corriente que de repente recibe unos poderes extraordinarios cuando se encuentra un misterioso artilugio en forma de reloj de pulsera ¡capaz de detener el tiempo!,tt0157472
Spooky House,"5,2",William Sachs,"Margaret Sachs, William Sachs","Max is a lonely, recently orphaned young boy who is frequently bullied by his classmates. One night after accepting a dare, Max wanders into a mysterious mansion, where he meets the Great Zamboni, an eccentric magician.",tt0160905
Easter,"7,8",Richard Caliban,"Richard Caliban, Will Scheffer",A man tríes to stop his troubled wife's destructive behavior.,tt0160240
Star Wars: Episodio II - El ataque de los clones,"6,6",George Lucas,"George Lucas, Jonathan Hales","Tras diez años de su primer encuentro, Anakin Skywalker y Padmé Amidala disfrutan de un romance prohibido, mientras Obi-Wan Kenobi investiga el intento de asesinato de un senador y descubre una armada secreta de clones creada por los jedi.",tt0121765
Resident Evil,"6,6",Paul W.S. Anderson,Paul W.S. Anderson,Una unidad militar especial lucha contra un poderoso superordenador fuera de control y contra cientos de científicos que han mutado en criaturas carnívoras tras un accidente en un laboratorio.,tt0120804
Spider-Man,"7,4",Sam Raimi,"Stan Lee, Steve Ditko, David Koepp","Al ser mordido por una araña modificada genéticamente, un chico de instituto tímido y estudioso adquiere habilidades de araña que al final tendrá que usar para luchar contra el mal como un superhéroe tras una tragedia familiar.",tt0145487
Last Fair Deal,"5,3",Charles Solomon Jr.,"John M. Bennett, Charles Solomon Jr., Matthew Spradlin","The Tyler brothers are ruined by the local bank, so they decide to rob it. But one brother is killed, and Jesse goes to jail. After being released, he enlists the aid of gunrunner Billy Rat to offer his last brother The Last Fair Deal.",tt0151299
El planeta del tesoro,"7,2","Ron Clements, John Musker","Robert Louis Stevenson, Ron Clements, John Musker","Jim Hawkins es un adolescente rebelde al que el mundo considera un vago sin rumbo. Tras recibir un mapa de un pirata moribundo, se embarca en una odisea por el universo para encontrar un tesoro.",tt0133240
Rolo y el secreto del guisante,"6,3",Mark Swan,"Forrest S. Baker III, Ken Cromar, Ray Goldrup","It is loosely based on Hans Christian Anderson's classic fairy tale. Because the evil prince Laird did not inherit the crown of Corazion, he sought his revenge by secretly switching his newborn daughter with that of his brother's, King Heath. The real princess is raised as a peasant, unaware of her royal lineage. Years later, Prince Rollo comes to the kingdom in searc... Leer todo",tt0146063
Interstate 60: Episodios de carretera,"7,5",Bob Gale,Bob Gale,"Neal Oliver, un joven muy confundido, emprende el viaje de su vida en una autopista que no existe en ninguno de los mapas, yendo a lugares de los que ni siquiera había oído hablar, buscando una respuesta y su chica soñada.",tt0165832
El señor de los anillos: Las dos torres,"8,8",Peter Jackson,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens","Mientras Frodo y Sam se acercan a Mordor con la ayuda del astuto Gollum, la comunidad dividida se enfrenta al nuevo aliado de Sauron, Saruman, y a sus hordas de Isengard.",tt0167261
La balsa de piedra,"5,8",George Sluizer,"Yvette Bíró, José Saramago, George Sluizer","An inexplicable crack in the Pyrenees Mountains provokes excitement and scientific curiosity. As the geological fracture deepens and widens, the European community begins to disassociate itself from the calamity, and panic ensues among tourists and residents attempting to escape. When Spain and Portugal physically separate from the continent, the detached Iberian peni... Leer todo",tt0175203
Legend of the Phantom Rider,"4,8",Alex Erkiletian,"Alex Erkiletian, Robert McRay",Two ancient entities reincarnated through the centuries face off time and again for an innocent soul.,tt0210223
Blade II,"6,7",Guillermo del Toro,"Marv Wolfman, Gene Colan, David S. Goyer","Blade forma una incómoda alianza con el consejo de vampiros para combatir a los reapers, que se alimentan de vampiros.",tt0187738
Piñata: Survival island,"2,5","David Hillenbrand, Scott Hillenbrand","David Hillenbrand, Scott Hillenbrand",Un grupo de adolescentes atrapados en una isla es perseguido por un demonio escondido dentro de una piñata.,tt0201844
Halloween: Resurrection,"3,9",Rick Rosenthal,"Debra Hill, John Carpenter, Larry Brand","Tres años después de haber aterrorizado a su hermana, Michael Myers la confronta nuevamente, antes de viajar a Haddonfield para tratar con el elenco y el equipo de un reality show que se está transmitiendo desde su antigua casa.",tt0220506
Daybreak,"7,7",Randal Atamaniuk,Randal Atamaniuk,"A young man is hired to drive a truckful of crates into a remote area and is told that once there he only has to do one thing, wait until daybreak.",tt0128154
Minority Report,"7,6",Steven Spielberg,"Scott Frank, Jon Cohen, Philip K. Dick","En un futuro donde una unidad especial de la policía puede arrestar a asesinos antes de que cometan sus delitos, un oficial de esa unidad es acusado de un futuro asesinato.",tt0181689
Dead Man's Dream,"7,3",No disponible,No disponible,"Focusing on the journey a young writer takes in his mind, how he may overcome his insomnia through strange hallucinations, with great friends and daring inspiration.",tt0184387
Falsa amistad,"5,3",Zoe Clarke-Williams,Victoria Strouse,Un sheriff investiga la sobredosis de drogas casi fatal de una estudiante universitaria y descubre muchos detalles sórdidos de su vida antes y durante su descenso a las drogas y el libertinaje.,tt0191074
Last Seen,"5,7",Eva Ilona Brzeski,Holiday Reinhorn,,tt0220607
The Salton Sea,"7,0",D.J. Caruso,Tony Gayton,"Después de un trágico incidente, un hombre se adentra en un mundo poblado por matones y adictos a la velocidad.",tt0235737
Florida City,"5,0",Ralph Clemente,"Stephen Bowles, Peter A. Zorn Jr.","When a young Japanese woman is found murdered outside a small Florida town in December of 1941, hard-drinking police chief John Haleran sets out to unravel the mystery. A trail of cryptic clues leads him to a nearby U.S. military base, where he learns that what appears to be a simple homicide is actually far more ominous. In fierce pursuit of the truth and unwittingly... Leer todo",tt0241453
Tangoed Lives,No disponible,James Beirne,Bhakbhume Tanta-Nanta,,tt0139479
Duty Dating,"4,4",Cherry Norris,Cherry Norris,"In order to build her relationship skills, a woman is assigned to duty date three men.",tt0160239
Quimera,"6,1",John Walsh,"John Walsh, Cynthia Kaplan","A lonely plumber poses as a director to meet women, and the writer whose script he's stolen builds on his ruse to get her movie made.",tt0164810
Balas en el desierto,"6,0",Richard Greenberg,"Richard Greenberg, Wally Nichols","Un asesino estadounidense, que trabaja para cárteles en América Latina, está de regreso en Estados Unidos. Consigue una mujer antes de cada trabajo y la mata después. El FBI está sobre él, pero tiene curiosidad por su próximo gran trabajo.",tt0167116
El compromiso (Moonlight Mile),"6,6",Brad Silberling,Brad Silberling,"Mientras lidia con la muerte de su prometida, un joven se hace amigo de los padres de ella y debe averiguar qué quiere de la vida.",tt0179098
Crossing the Rubicon,No disponible,Grant Olson,Grant Olson,"Trevor Harrington is so brilliant, he has been identified as a new human species. Fortunately, he still has the twenty-three chromosomes necessary to breed with humans. In order to propagate this species, the Goodman Institute recruits a young girl, Ruby Crawford, to be his breeding partner. Just as Ruby falls for Trevor and they begin married life together, the media... Leer todo",tt0181430
D-Tox (Ojo asesino),"5,3",Jim Gillespie,"Howard Swindle, Ron L. Brinkerhoff",A un detective que está siendo acosado por un asesino en serie se le pide que se registre en una clínica que trata a los agentes de la ley que no pueden hacer frente a sus trabajos.,tt0160184
Pánico nuclear,"6,5",Phil Alden Robinson,"Tom Clancy, Paul Attanasio, Daniel Pyne","El analista de la CIA Jack Ryan debe detener los planes de una facción neonazi que amenaza con incitar conflicto entre los EE. UU. y el nuevo presidente ruso al detonar un arma nuclear en un partido de fútbol en Baltimore, Maryland.",tt0164184
La ciudad de los fantasmas,"5,9",Matt Dillon,"Matt Dillon, Barry Gifford","Un estafador viaja a Camboya para cobrar su parte en una estafa de seguros, pero descubre más de lo que esperaba.",tt0164003
A Mulher Polícia,"5,1",Joaquim Sapinho,Joaquim Sapinho,A young woman and her son runaway from their hometown to escape civil war. Nothing is left from the world they knew and the only thing they have is each other.,tt0119727
American Reel,"6,9",Mark Archer,"Junior Burke, Scott Fivelson",The story of an overnight success - twenty years in the making...,tt0140806
One Last Dance,"5,3",Lisa Niemi,"Lisa Niemi, Kevin Bernhardt","A raíz de la tragedia, una compañía de danza de Nueva York está al borde del colapso. Después de dejar la danza para siempre, Travis, Chrissa y Max tienen una última oportunidad de volver y demostrar que los milagros pueden suceder.",tt0157191
Cold Mountain,"7,2",Anthony Minghella,"Charles Frazier, Anthony Minghella","En los últimos días de la Guerra Civil Americana, un soldado herido se embarca en un peligroso viaje de regreso a su casa en Cold Mountain, Carolina del Norte, para reunirse con su novia.",tt0159365
El señor de los anillos: El retorno del rey,"9,0",Peter Jackson,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens","Gandalf y Aragorn lideran el mundo de los hombres contra la armada de Sauron para distraer su atención de Frodo y Sam, quienes se aproximan al Monte del Destino con el Anillo Único.",tt0167260
Baggage,"6,5",Evan Aaronson,"Evan Aaronson, Michael R. Morris","A drama about how to let go of our emotional ""baggage"" and start living in the moment.",tt0169579
The Fighting Temptations,"5,6",Jonathan Lynn,"Elizabeth Hunter, Saladin K. Patterson",A New York advertising executive travels to a small Southern town to collect an inheritance but finds he must create a gospel choir and lead it to success before he can collect.,tt0191133
Jersey Guy,"5,5",Elia Zois,"Christ Zois, Elia Zois","Jack, a 25 year old Jersey guy is scared... of moving out of his parents house...of marrying his girlfriend of seven years... of spending his life working in the nursing home... of eighty year old Helen with whom he engages in a daily battle not to pull the fire alarm. On a rare trip into the ""foreign"" territory of New York City, Jack and his pal Merle talk their way ... Leer todo",tt0191211
Remembering Mario,"6,3",Val Franco,Val Franco,"Four friends - one summer - an Italian-American neighborhood in Yonkers, NY. Anna must make a decision about honoring her father's wishes to go to Italy and learn about her heritage, while her three friends each search for the perfect relationship...",tt0117461
"Las apariencias engañan, a veces","4,9",Michael DeLuise,Peter DeLuise,Un actor y una actriz fingen una relación para la publicidad de una película.,tt0120607
Dominator,"4,1",Tony Luke,Alan Grant,"After a civil war in Hell, Lucifer has been defeated and the Key to Hell is in Lord Desecrater's grasp. However, the rebellious Dominator has his own thoughts and keeps the Key to Hell away from Lord Desecrater and is forced to fight off his forces including three other demons - Decimator, Extricator and Lady Violator. While on Earth, undertaker and exocrist Dr. Payne... Leer todo",tt0135991
Crueldad intolerable,"6,3","Joel Coen, Ethan Coen","Robert Ramsey, Matthew Stone, John Romano","Miles, un exitoso abogado de divorcios, se siente atraído por Marylin, la futura ex-esposa de su cliente. Todo cambia cuando ella promete venganza contra el abogado y su esposo.",tt0138524
Nobody Knows Anything!,"3,3",William Tannen,David Pasquesi,"In this comedy about Hollywood, Sarah thinks making a movie is easy. With the guidance of her screenwriter uncle, she goes on a wild journey into the world of Hollywood where she meets crazy studio execs, insane producers and a gangster who agrees to finance her film - for a price...",tt0142634
St. Andrew's Girls,"3,9",Andrew Warren,Andrew Warren,"Four Catholic school girls face killer nuns, gangsta Jews and giant lobsters.",tt0156100
Simbad: La leyenda de los siete mares,"6,7","Patrick Gilmore, Tim Johnson",John Logan,"El marinero de leyenda es inculpado por la diosa Eris por el robo del Libro de la Paz, y debe viajar a su reino en el fin del mundo para recuperarlo y salvar la vida de su amigo de la infancia, el príncipe Proteo.",tt0165982
Dos policías rebeldes II,"6,6",Michael Bay,"George Gallo, Marianne Wibberley, Cormac Wibberley",Dos policías de narcóticos investigan el flujo de éxtasis en Florida de un cártel de drogas cubano.,tt0172156
Terminator 3: La rebelión de las máquinas,"6,3",Jonathan Mostow,"John Brancato, Michael Ferris, Tedi Sarafian",Una máquina de un futuro postapocalíptico viaja al pasado para proteger a un hombre y a una mujer de un avanzado asesino robótico y asegurarse de que ambos sobrevivan a un ataque nuclear.,tt0181852
Una buena noche para morir,"4,6",Craig Singer,Robert Dean Klein,"Ronnie, un experimentado pistolero de Nueva York tiene uno de aquellos días. Su protegido August, un matón de barrio, tiene la mala costumbre de hacer enfadar siempre a la gente equivocada - y hoy todo el mundo quiere verlo muerto.",tt0203536
Den hemlige riddaren II: Återkomsten,"4,3",Erik Lorentz,"Pontus Axelsson, Erik Lorentz, Pål Lövendahl",Many years have passed since the Secret Knight avenged his family by slaying the Evil Knight. The originally noble motive rapidly degenerated into an orgy of bloodletting and terror. His reins in the countryside around the Happy Forest surpassed the sporadic attacks by the Evil Knight. Disillusioned and with no money the Secret Knight joins the Crusaders and embarks o... Leer todo,tt0218326
Road Dogs,"6,4",Detdrich McClure,"Detdrich McClure, Scott J.T. Frank","Two young South L.A. friends, Panther and Ray, flee their lethal gangster existence and head out on their motorcycles for a new life in Washington, D.C. Their adventures on the road, however, are filled with as much danger as fun.",tt0232537
