Nombre,Anyo,Roles,Peliculas,Premios
Reiko Mathieu,-1,Reparto. Vestuario,"Strawberry Fields, Little Murders/Obits",No tiene premios
Heather Yoshimura,-1,Reparto,Strawberry Fields,No tiene premios
Marilyn Tokuda,-1,Reparto. Equipos adicionales. Guion,"Friends, Magnum, P.I., Strawberry Fields",No tiene premios
Chris Tashima,-1,Reparto. Dirección. Guion,"No No Girl, Kodama, Visas and Virtue",Ganó 1 premio Óscar
Takayo Fischer,1932,Reparto,"Piratas del Caribe: En el fin del mundo, En busca de la felicidad, Moneyball: Rompiendo las reglas",No tiene premios
Peter Yoshida,-1,Reparto,"Rounders, Strawberry Fields, El cuchitril de Joe",No tiene premios
Roger Smart,-1,Reparto,Strawberry Fields,No tiene premios
Jose Lozano,-1,Reparto,Strawberry Fields,No tiene premios
Keith Coulouris,1967,Reparto. Guion. Edición,"Shadow People, Las Tortugas Ninja II: El secreto de los mocos verdes, Bloodline",No tiene premios
Yancy Butler,1970,Reparto. Producción,"Kick Ass 2: Con un par, Blanco humano, La espada de la hechicera",Otros premios
Charlotte Chatton,-1,Reparto. Guion. Producción,"Women of the White Buffalo, California Typewriter, Titanic",No tiene premios
Grace Zabriskie,1941,Reparto. Producción. Banda sonora,"Inland Empire, Armageddon, Corazón salvaje",Otros premios
Robert Sampson,1933,Reparto,"Re-Animator, La cara oculta de la luna, Robot jox",No tiene premios
Morgan H. Margolis,-1,Reparto. Producción,"Los reyes del crimen, Dexter, Beyond the City Limits",No tiene premios
Johnetta Shearer,-1,Reparto,"Legítima defensa, de John Grisham, Copycat, Annie's Garden",No tiene premios
Shayna Fox,-1,Reparto. Dirección de fotografía y cámara. Dirección,"Congo, Rocket Power, Más grandes y traviesos",No tiene premios
Arell Blanton,-1,Reparto. Dirección de la segunda unidad o asistencia a dirección. Banda sonora,"El coche fantástico, Zoe, Dark Skies",No tiene premios
Foster K. Denker,-1,Cámara y electricidad. Producción. Equipos adicionales,"Easy Rider (Buscando mi destino), Mothman: La última profecía, Depredador 2",No tiene premios
Christopher Mitchum,1943,Reparto. Equipos adicionales. Guion,"Un verano para matar, El gran Jack, Río Lobo",No tiene premios
Julie Strain,1962,Reparto. Producción. Dirección,"Superdetective en Hollywood III, Heavy Metal 2, Agárralo como puedas 33 1/3: El insulto final",No tiene premios
Joe Estevez,1946,Reparto. Producción. Equipos adicionales,"Return of the Roller Blade Seven, Who Lives Last, Eyes Upon Waking",Otros premios
Joette Rhodes,-1,Reparto,"El protector, Los niños del tercer Reich, Lethal Seduction",No tiene premios
David Michie,-1,Equipos adicionales. Reparto. Sonido,"Jumper, El reino del planeta de los simios, Hypnotic",Otros premios
Susan Alexander,-1,Reparto,"Courthouse, Lethal Seduction, Walker, Texas Ranger",No tiene premios
Patrick De Fazio,-1,Reparto,"Bio-Tech Warrior, Rumble in the Streets, Lethal Seduction",No tiene premios
James Dupee,-1,Reparto,"Lethal Seduction, No Fair, You're Dead",No tiene premios
Allen Arkus,-1,Reparto. Especialistas,"Caged Fear, Suitable for Murder, El samurai negro",No tiene premios
Chuck Gale,-1,Dirección. Reparto. Edición,"Carousel, That's Life, Lethal Seduction",No tiene premios
Samantha Morton,1977,Reparto. Guion. Dirección,"Minority Report, En América, El mensajero",Nominado para 2 premios Óscar
Ross McDade,-1,Reparto,This Is the Sea,No tiene premios
Richard Harris,1930,Reparto. Producción. Dirección,"Sin perdón, Gladiator (El gladiador), Camelot",Nominado para 2 premios Óscar
Gabriel Byrne,1950,Reparto. Producción. Guion,"Sospechosos habituales, El fin de los días, Muerte entre las flores",Nominado para 2 premios Primetime Emmy
John Lynch,1961,Reparto. Guion. Dirección de la segunda unidad o asistencia a dirección,"Black Death (Garra negra), El jardín secreto, Best",Nominado a 1 premio BAFTA
Dearbhla Molloy,1946,Reparto,"Sin reservas, Una canción irlandesa, The Fragile Heart",Otros premios
Ian McElhinney,1948,Reparto. Dirección. Banda sonora,"Hamlet de Kenneth Branagh, Juego de tronos, Rogue One: Una historia de Star Wars",Otros premios
Marc O'Shea,-1,Reparto. Agente de talentos,"Desayuno en Plutón, Fuera de control, High Boot Benny",No tiene premios
Stella McCusker,-1,Reparto,"Cinco minutos de gloria, Loyal, Cruschen On...",No tiene premios
Mary McGuckian,1965,Producción. Dirección. Guion,"A Girl from Mogadishu, The Price of Desire, Man on the Train",Otros premios
Ullie Birve,-1,Reparto. Guion y continuidad,"Alien Visitor, El guerrero del cuarto milenio, Something in the Air",No tiene premios
Syd Brisbane,-1,Reparto. Casting. Guion y continuidad,"Conspiracy 365, Alien Visitor, Let Me Not",No tiene premios
Alethea McGrath,-1,Reparto,"Star Wars: Episodio II - El ataque de los clones, Señales del futuro, Star Wars: Episode III - Revenge of the Sith",No tiene premios
Chloe Ferguson,-1,Reparto. Banda sonora,"La habitación silenciosa, Alien Visitor",Otros premios
Phoebe Ferguson,-1,Reparto. Banda sonora,"Alien Visitor, La habitación silenciosa",No tiene premios
Daya Alwis,-1,Reparto,"Jullietge Bhoomikawa, Agua, Nil Diya Yahana",No tiene premios
Jackson Anthony,-1,Reparto. Guion. Dirección,"Dharmayuddhaya, Jullietge Bhoomikawa, Abá",Otros premios
Razi Anwar,-1,Reparto,"Palama Yata, Visidela, Abhayadakshinawa",No tiene premios
Grace Ariyawimal,-1,Reparto,"Sathkampa, Visidela, Dheevari: Fisherman's Daughter",No tiene premios
Vasanthi Chathurani,-1,Reparto. Producción,"Hansa Vilak, Jullietge Bhoomikawa, Dhawala Pushpaya",No tiene premios
Robin Fernando,-1,Reparto. Especialistas. Dirección,"Ninja Sri Lanka, Kalu Sudu Mal, Gini Avi Saha Gini Keli",No tiene premios
Gnananga Gunawardhana,-1,Reparto,"Weerya, Ninja Sri Lanka, Hathara Denama Surayo",No tiene premios
W. Jayasiri,-1,Reparto,"Night Rider, Gamani, Malee",No tiene premios
Mahendra Perera,-1,Reparto. Dirección de arte. Música,"28, Gini Avi Saha Gini Keli, Night Rider",Otros premios
Anusha Sonali,-1,Reparto,"Visidela, Putha Mage Suraya, Sangili",No tiene premios
Henryk Bista,-1,Reparto,"Lawa. Opowiesc o 'Dziadach' Adama Mickiewicza, La lista de Schindler, Klatwa doliny wezy",Otros premios
Anna Ciepielewska,1936,Reparto,"Orzel i reszka, Dluga noc, Taranthriller",No tiene premios
Agata Dembinska,-1,Reparto,Taranthriller,No tiene premios
Marek Kondrat,-1,Reparto. Dirección,"Dzien swira, Prawo ojca, Wszyscy jestesmy Chrystusami",Otros premios
Iga Mayr,-1,Reparto,"Ostatni po Bogu, Taranthriller, Tredowata",No tiene premios
Hanna Mikuc,-1,Reparto,"Sex Mission: Misión en el futuro, Spowiedz dzieciecia wieku, Wszyscy i nikt",No tiene premios
Dorota Segda,1966,Reparto,"Faustyna, Az én XX. századom, Show",Otros premios
Ewa Szawlowska,-1,Reparto. Dirección de la segunda unidad o asistencia a dirección,"Taranthriller, Zaginiona, Sztos",No tiene premios
Bartlomiej Topa,1967,Reparto. Producción. Guion,"Tres colores: Blanco, Karbala, Drogówka",Otros premios
Zbigniew Zamachowski,1961,Reparto. Composición. Música,"Tres colores: Blanco, Tres colores: Azul, Tres colores: Rojo",Otros premios
Nick Veronis,-1,Dirección. Reparto. Guion,Day at the Beach,No tiene premios
Jane Adams,1965,Reparto. Guion. Banda sonora,"Happiness, ¡Olvídate de mí!, Poltergeist",Nominado para 2 premios Primetime Emmy
Patrick Fitzgerald,-1,Reparto,"El último mohicano, Poltergeist: El legado, Ley y orden: Unidad de Víctimas Especiales",Otros premios
Paul Gleason,1939,Reparto. Producción,"El club de los cinco, Arthur, el soltero de oro, Entre pillos anda el juego",Otros premios
Neal Jones,1960,Reparto,"Dirty Dancing, Glengarry Glen Ross: Éxito a cualquier precio, Generation Kill",No tiene premios
Catherine Kellner,1970,Reparto. Producción,"Pearl Harbor, 200 cigarrillos, Más allá de la muerte",Otros premios
Joseph Ragno,1936,Reparto,"Cadena perpetua, The Phantom (El Hombre Enmascarado), Daylight (Pánico en el túnel)",Otros premios
Anne-Marie Bubke,-1,Reparto,"Die Rosenheim-Cops, Heidi, TKKG und die rätselhafte Mind-Machine",No tiene premios
Moritz Bleibtreu,1971,Reparto. Producción. Dirección,"Llamando a las puertas, El experimento, Im Juli",Otros premios
Allegra Curtis,-1,Reparto. Maquillaje. Vestuario,"Joe contra el volcán, Flashback - Mörderische Ferien, L.A. Heat",No tiene premios
Florian Fitz,1967,Reparto. Banda sonora,"Equilibrium, Llamando a las puertas, Bettys Diagnose",Otros premios
Francis Fulton-Smith,-1,Reparto. Producción,"Oktoberfest: sangre y cerveza, Spides, Apagón",Otros premios
Wolfgang M. Bauer,-1,Reparto,"Siska, Der Dicke, Crossing Lines",No tiene premios
Gabriela Benesch,-1,Reparto,"Frühlingserwachen, Leas Hochzeit, Ainoa",No tiene premios
Maria Bachmann,1964,Reparto. Guion. Dirección,"Thema Nr. 1, En el lugar del crimen, All I Never Wanted",No tiene premios
Mariella Ahrens,-1,Reparto,"Ein Fall von Liebe, Ein Fall von Liebe - Annas Baby, Ein Fall von Liebe - Saubermänner",No tiene premios
Joachim R. Iffland,-1,Reparto. Banda sonora,"Die weiße Rose, Sterben ist gesünder, Midsommar Stories",No tiene premios
Avalon Anders,-1,Reparto,"Aquellas juergas universitarias 2, Medias de seda, Sex Files: Alien Erotica",No tiene premios
Zen Gesner,1970,Reparto. Producción,"El farsante, Vaya par de idiotas, Dos tontos muy tontos",No tiene premios
Stephanie Champlin,-1,Reparto,"Midnight Tease, El vendedor de helados, Anthony's Desire",No tiene premios
Christine Harte,-1,Reparto. Maquillaje. Producción,"Echos of Enlightenment, El hombre invisible, Diagnosis Superstar",No tiene premios
Raymond Storti,-1,Reparto. Producción. Equipo ejecutivo,"I Love You, But, La guerrera amazona, Traficante de muerte",No tiene premios
Rose McGowan,1973,Reparto. Producción. Dirección,"Grindhouse: Planet Terror, Caramelo asesino, Grindhouse",Otros premios
Dan Gunther,-1,Reparto. Producción,"Héroes fuera de órbita, El ala oeste de la Casa Blanca, Lewis & Clark & George",No tiene premios
Brian Taylor,-1,Reparto,Lewis & Clark & George,No tiene premios
Salvator Xuereb,1965,Reparto,"Capitán América: El Soldado de Invierno, El gran Stan: El matón de la prisión, Asesinos natos",No tiene premios
Art LaFleur,1943,Reparto. Guion. Equipos adicionales,"The Sandlot: Historia de un verano, Cobra, el brazo fuerte de la ley, El terror no tiene forma",Otros premios
James Brolin,1940,Reparto. Producción. Dirección,"Traffic, Terror en Amityville, Almas de metal",Ganó 1 premio Primetime Emmy
Jerry Gardner,-1,Reparto. Equipos adicionales. Especialistas,"Intrépidos forajidos, Arma joven, Asesinos natos",No tiene premios
Richard Butterfield,-1,Reparto,"Nash Bridges, Henry Hill, Lewis & Clark & George",No tiene premios
Sally Jackson,-1,Casting. Reparto. Dirección,"Asesinos natos, Transformers, Mensajero del futuro",No tiene premios
Suzanne Mari,-1,Reparto. Guion. Dirección,"A Pornstar Is Born, Caribbean Queens, Las pesadillas de Jason",No tiene premios
Todd Field,-1,Dirección. Guion. Reparto,"Tár, Juegos secretos, En la habitación",Nominado para 6 premios Óscar
Ben Gazzara,1930,Reparto. Dirección. Guion,"De profesión: duro, Anatomía de un asesinato, El gran Lebowski",Ganó 1 premio Primetime Emmy
Lara Flynn Boyle,1970,Reparto. Producción. Banda sonora,"Happiness, Men in Black II (Hombres de negro II), Wayne's World: ¡Qué desparrame!",Nominado para 1 premio Primetime Emmy
Ron Kaell,-1,Reparto,"Disrupted, Trauma, Red Sleep",No tiene premios
David Booth,-1,Reparto. Especialistas,"Scream: Vigila quién llama, The Chronicle, La noche de los cristales rotos",No tiene premios
Steven Anthony Jones,-1,Reparto,"Patch Adams, Jack, Sangre por sangre",No tiene premios
George Maguire,1946,Reparto. Producción,"Por trece razones, Generations, En busca de la felicidad",Otros premios
Ted Draper,-1,Reparto,Farmer & Chase,No tiene premios
Luis Oropeza,-1,Reparto. Localización,"Troya, Asesinato en 8 mm, Psychic Detective",No tiene premios
David D. Renaud,-1,Especialistas. Reparto,"El negociador, Más allá de los sueños, Nueve meses",No tiene premios
Dan Pinto,-1,Reparto,"Atrapados, The Guiding Light, Las aventuras de Pete & Pete",No tiene premios
Dawn Lambing,-1,Reparto. Dirección. Guion,"Roed, Misántropo, Las invasiones bárbaras",Otros premios
Pat Morita,1932,Reparto. Guion. Producción,"Karate Kid (El momento de la verdad), Karate Kid III: El desafío final, Karate Kid II... La historia continúa",Nominado para 1 premio Óscar
John Mouganis,-1,Reparto. Guion. Producción,"Atrapados, Achilles' Love",No tiene premios
Michael McGurk,-1,Reparto,"Atrapados, Greg & Donny",No tiene premios
Harold Surratt,-1,Reparto,"The Blacklist, For Life: Cadena perpetua, Grand Army",No tiene premios
A.E. Vea,-1,Reparto,Atrapados,No tiene premios
Michelle Tucker,-1,Reparto,"Atrapados, Witness 2 Murder, Staring at Headlights",No tiene premios
Danny Nelson,-1,Reparto,"Medianoche en el jardín del bien y del mal, Tiempo de matar, El curioso caso de Benjamin Button",No tiene premios
Bruce Kirkpatrick,-1,Reparto. Especialistas,"12 monos, xXx 2: Estado de emergencia, Persecución mortal",Otros premios
Naseeruddin Shah,1950,Reparto. Música. Dirección,"A Wednesday, La Liga de los Hombres Extraordinarios, Sarfarosh",Otros premios
Govinda,1963,Reparto. Música. Producción,"Coolie No. 1, Partner, Holiday",Otros premios
Dimple Kapadia,1957,Reparto,"Tenet, Pathaan, Dil Chahta Hai",Otros premios
Raj Kiran,-1,Reparto. Banda sonora,"Karz, Ek Hi Maqsad, Hatya",No tiene premios
Somy Ali,-1,Reparto. Dirección,"Yaar Gaddar, Anth, Andolan",No tiene premios
Anupam Kher,1955,Reparto. Producción. Música,"Hotel Bombay, The Accidental Prime Minister, Saaransh",Nominado a 1 premio BAFTA
Pramod Moutho,1955,Reparto,"Jodhaa Akbar, Gadar: Ek Prem Katha, Roop Ki Rani Choron Ka Raja",No tiene premios
Brando Bakshi,-1,Reparto,"Izzat, Ab Kya Hoga, Do Rahain",No tiene premios
Beena Banerjee,1943,Reparto. Maquillaje. Equipos adicionales,"Koi... Mil Gaya, Qayamat Se Qayamat Tak, Radhe Shyam",No tiene premios
Birbal,1938,Reparto. Música. Equipos adicionales,"Sholay, Vidhaata, Kaali Topi Lal Rumaal",No tiene premios
John Savage,-1,Reparto. Producción. Composición,"Con todos los honores, El cazador, Hair",Otros premios
Bentley Mitchum,1967,Reparto. Guion. Dirección,"Verano en Louisiana, 21st Century Foxes- The Danenberg/Mitchum Cut, Baja Run",Otros premios
Sherrie Rose,-1,Reparto. Producción. Dirección de la segunda unidad o asistencia a dirección,"Me and Will, Falsa seducción, Black Scorpion",No tiene premios
Joseph Culp,1963,Reparto. Producción. Guion,"Mad Men, Los Cuatro Fantásticos, Welcome to the Men's Group",Otros premios
Paul Ben-Victor,1965,Reparto. Guion. Producción,"The Wire (Bajo escucha), El irlandés, Dale duro",No tiene premios
Karen Sheperd,1961,Reparto,"Hércules: Sus viajes legendarios, Cyborg 2: La sombra de cristal, Mentes criminales",No tiene premios
Gary Wolf,1969,Reparto,"Dos buenos tipos, Mentes criminales, CSI: Nueva York",No tiene premios
Paul Williams,1940,Música. Reparto. Composición,"El fantasma del Paraíso, La película de los Teleñecos, Los caraduras",Ganó 1 premio Óscar
Roxana Zal,1969,Reparto. Producción,"Testamento final, Instinto sádico, Amelia, mi hija, mi amor",Ganó 1 premio Primetime Emmy
Robert Carradine,1954,Reparto. Producción. Dirección,"La revancha de los novatos, 2013: Rescate en L.A., Lizzie Superstar",Otros premios
Franco Nero,1941,Reparto. Producción. Guion,"John Wick: Pacto de sangre, Django desencadenado, Django",Otros premios
Ruth Gabriel,-1,Reparto. Producción,"Días contados, El discípulo, Hielo",Otros premios
Imanol Arias,1956,Reparto. Dirección. Producción,"Cuéntame cómo pasó, El Lute (camina o revienta), Brigada central",Otros premios
Thomas Kretschmann,1962,Reparto,"King Kong, Resident Evil 2: Apocalipsis, Blade II",Otros premios
Antonio Valero,1955,Reparto,"La forja de un rebelde, El color de las nubes, El hombre nervioso",Otros premios
Lorenzo De Luca,-1,Guion. Dirección. Reparto,"Anthropophagus II, Occhi senza volto, Jonathan degli orsi",Otros premios
Steven Luotto,-1,Equipos adicionales. Reparto. Guion,"La leyenda del pianista en el océano, Guerrero solitario, Ator: el guerrero de hierro",No tiene premios
Arnau Vilardebó,-1,Reparto. Guion,"Zindagi Na Milegi Dobara, La quinta del porro, Pasión lejana",No tiene premios
Alessandro Borgese,-1,Especialistas. Dirección de la segunda unidad o asistencia a dirección. Reparto,"Daylight (Pánico en el túnel), RAF Facción del ejército rojo, Dogman",Otros premios
Ivan Zingariello,-1,Reparto,"A tres bandas, Melina - Con rabbia e con sapere, Viva Raiplay",No tiene premios
Thomas Ian Griffith,1962,Reparto. Producción. Guion,"Vampiros de John Carpenter, Karate Kid III: El desafío final, xXx",No tiene premios
Chris Mulkey,-1,Reparto. Guion. Producción,"El poder, Capitán Phillips, Una cuestión de género",Otros premios
Mark Carlton,-1,Reparto. Equipos adicionales. Dirección de producción,"RoboCop, Escuela de jóvenes asesinos, Desafío total",No tiene premios
Mushond Lee,-1,Reparto. Localización,"Conspiración, Los ángeles de Charlie: Al límite, 2001 maniacos",No tiene premios
Hillary Matthews,-1,Reparto,"Dulce hogar... ¡a veces!, Vaya par de idiotas, Algo pasa con Mary",No tiene premios
Courtney Gains,-1,Reparto. Producción. Dirección,"Sed de venganza, La ira de Becky, Texas Rising",Otros premios
Maury Sterling,1971,Reparto. Producción. Especialistas,"Coherence, Batman: La broma asesina, Ases calientes",Otros premios
